"code","quest","markerKey","index","objective","type","optional","stringName","english","czech","displayNodes","paths"
"M09","utokNaNebakov","utoknanebakov","18","ziskej_zpet_vino_pro_ptacka","Progress","False","utoknaneb_ziskej_zpet_vin_wsPU","Retrieve the wine for Capon.","Získej zpět víno pro Ptáčka","1","vino_pro_ptacka__quest_item.objectiveVisual13"
"M09","utokNaNebakov","utoknanebakov","19","ziskej_zpet_florianuv_prsten","ProgressAbortable","True","utoknaneb_ziskej_zpet_flo_OAdX","Retrieve Florian's ring.","Získej zpět Floriánův prsten","1","hibernovana_gameplay.na_troskach.porada_s_bergovem.objective__ziskej_zpet_florianuv_prsten.objectiveVisual1"
"M10","bohutovaVlozka","bohutovavlozka","0","promluv_si_s_uprchliky_ze_mlyna","ProgressFailableAbortable","True","bohutovav_zapojit_promluv_5hAA","Talk to the people who escaped from the mill.","Promluv si s uprchlíky ze mlýna","1","hibernation.bohutova_cast.v_zelejove.uprchlici_ve_stodole.ance_s_kubou.talkToFugitives_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","1","promluv_si_s_rybarem","ProgressFailableAbortable","True","bohutovav_zapojit_promluv_UfSy","Talk to the fisherman.","Promluv si s rybářem.","1","hibernation.bohutova_cast.v_zelejove.uprchlici_ve_stodole.rybar.talkToTheFisherman_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","2","jed_na_misto_prepadeni_u_nebakovskeho_mlyna","BohutaTravelsToErik","False","bohutovav_jed_na_misto_pr_5zGV","Go to the site of the ambush at Nebakov mill.","Jeď na místo přepadení u nebákovského mlýna.","1","hibernation.bohutova_cast.cesta_na_nebakov_a_erik.bohuta_jede_k_bojisti.bohutaTravelsToErikState_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","3","poraz_lapky","Progress","False","bohutovav_poraz_lapky_xwxV","Defeat the bandits!","Poraž lapky!","1","hibernation.bohutova_cast.cesta_na_nebakov_a_erik.fight_s_lapkama.defeatBandits_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","4","promluv_si_s_erikem","Progress","False","bohutovav_promluv_si_s_er_qhDI","Talk to Erik.","Promluv si s Erikem.","1","hibernation.bohutova_cast.cesta_na_nebakov_a_erik.po_souboji.talkToErikAfterFight_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","5","nasedni_na_sveho_kone","ProgressAbortable","False","bohutovav_nasedni_na_sveh_CzW8","Get on your horse.","Nasedni na svého koně.","1","hibernation.bohutova_cast.cesta_na_nebakov_a_erik.erik_doprovazi_bohutu_na_nebakov.tour.bohutaHorseMounting_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","6","jed_s_erikem_na_nebakov","BohutaTravelsWithErik","False","bohutovav_jed_s_erikem_na_XXOT","Go to Nebakov with Erik. ","Jeď s Erikem na Nebákov.","1","hibernation.bohutova_cast.cesta_na_nebakov_a_erik.erik_doprovazi_bohutu_na_nebakov.followErikToNebakov_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","7","zjisti_informace_o_zajatcich","Progress","False","bohutovav_zjisti_od_velit_lCFK","Get information about the prisoners.","Zjisti informace o zajatcích.","1","hibernation.bohutova_cast.nebakov.dialog_s_zizkou.findOutAboutCaptives_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","8","poraz_povstalce_a_ubran_nebakov","Progress","False","bohutovav_poraz_vzbourenc_9BlI","Defeat the rebels and defend Nebakov!","Poraž povstalce a ubraň Nebákov!","1","hibernation.bohutova_cast.nebakov.fight__potlaceni_vzpoury.defendNebakov_visualObjective"
"M10","bohutovaVlozka","bohutovavlozka","9","promluv_si_s_hejtmanem","Progress","False","bohutovav_promluv_si_s_zi_ki1Z","Talk to the captain.","Promluv si s hejtmanem.","1","hibernation.bohutova_cast.nebakov.po_souboji.talkToZizka_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","10","zkus_od_pisty_zjistit_vic_informaci","ProgressHiddenDone","False","bohutovav_co_nejvic_pozur_Bka3","Try to find out more from Istvan.","Zkus od Pišty zjistit víc informací.","1","hibernation.henryho_cast.trialog_henry__ptacek__pista.insultPista_objectiveVisual"
"M10","bohutovaVlozka","bohutovavlozka","11","promluv_si_s_hejtmanem_a_bohutou_o_dalsich_planech","Progress","False","bohutovav_promluv_si_s_zi_fapH","Talk to the captain and Godwin about the further course of action.","Promluv si s hejtmanem a Bohutou o dalších plánech.","1","hibernation.henryho_cast.zaverecne_rozhreseni.talkToEveryone_objectiveVisual"
"M11","nebakovObrana","nebakovobrana","0","jdi_s_bohutou","Progress","False","nebakovob_jdi_s_bohutou_n_wIH1","Go with Godwin.","Jdi s Bohutou.","1","nebakovsky_podvecer.pomoc_bohutovi.objectiveVisual6"
"M11","nebakovObrana","nebakovobrana","1","pochovej_mrtve","Progress","False","nebakovob_pomoz_bohutovi__OKG1","Bury the dead.","Pochovej mrtvé.","1","nebakovsky_podvecer.pomoc_bohutovi.pochovejMrtve"
"M11","nebakovObrana","nebakovobrana","2","promluv_si_s_bohutou","Progress","False","nebakovob_promluv_si_s_bo_PXtt","Talk to Godwin.","Promluv si s Bohutou.","1","nebakovsky_podvecer.pomoc_bohutovi.objectiveVisual5"
"M11","nebakovObrana","nebakovobrana","3","zajdi_za_bohutou_do_prikopu","Progress","False","nebakovob_jdi_za_bohutou_F3bD","Go to the fosse to speak to Godwin.","Zajdi za Bohutou do příkopu.","1","nebakovsky_podvecer.tutorial_palne_zbrane.objectiveVisual6"
"M11","nebakovObrana","nebakovobrana","4","nauc_se_strilet_z_pusky","Progress","False","nebakovob_nauc_se_strilet_hFAB","Learn to shoot a hand cannon.","Nauč se střílet z pušky.","1","nebakovsky_podvecer.tutorial_palne_zbrane.strelba_z_pistaly.objectiveVisual8"
"M11","nebakovObrana","nebakovobrana","5","zkus_si_ziskat_nove_spojence","ProgressAbortable","True","nebakovob_nova_spojenectvi_PSGc","Try to get new allies.","Zkus si získat nové spojence.","1","nebakovsky_podvecer.novaSpojenectviObjective"
"M11","nebakovObrana","nebakovobrana","6","naloz_pytle_na_vuz","SackCarrying","True","nebakovob_naloz_pytle_na__XrIB","Load supplies on the cart.","Nalož pytle na vůz.","1","nebakovsky_podvecer.nova_spojenectvi_gp.kecal.objectiveVisual11"
"M11","nebakovObrana","nebakovobrana","7","nabidni_klare_pomoc","ProgressAbortable","True","nebakovob_nabidni_klare_p_Mie2","Offer help to Klara.","Nabídni Kláře pomoc.","1","nebakovsky_podvecer.nova_spojenectvi_gp.klara._v_lazaretu.osetreni.objectiveVisual28"
"M11","nebakovObrana","nebakovobrana","8","pomoz_ranenym","ProgressFailable","True","nebakovob_zajdi_za_klarou_Bwgs","Help the wounded.","Pomoz raněným.","1","nebakovsky_podvecer.nova_spojenectvi_gp.klara._v_lazaretu.objectiveVisual13"
"M11","nebakovObrana","nebakovobrana","9","osetri_marka","ProgressFailableAbortable","True","nebakovob_osetri_marka_ky6A","Treat Mark.","Ošetři Marka.","1","nebakovsky_podvecer.nova_spojenectvi_gp.klara._v_lazaretu.osetreni.objectiveVisual11"
"M11","nebakovObrana","nebakovobrana","10","osetri_cverka","ProgressFailableAbortable","True","nebakovob_osetri_cverka_4woZ","Treat Zwerk.","Ošetři Cverka.","1","nebakovsky_podvecer.nova_spojenectvi_gp.klara._v_lazaretu.osetreni.objectiveVisual12"
"M11","nebakovObrana","nebakovobrana","11","osetri_mikese","ProgressFailableAbortable","True","nebakovob_osetri_mikese_fHRK","Treat Mikesh.","Ošetři Mikeše.","0",""
"M11","nebakovObrana","nebakovobrana","12","osetri_kozlika","ProgressFailableAbortable","True","nebakovob_osetri_kozlika_aXZ5","Treat Kozliek.","Ošetři Kozlíka.","1","nebakovsky_podvecer.nova_spojenectvi_gp.klara._v_lazaretu.osetreni.objectiveVisual13"
"M11","nebakovObrana","nebakovobrana","13","vrat_se_za_klarou","ProgressFailableAbortable","True","nebakovob_vrat_se_za_klar_h9Dm","Go back to Klara.","Vrať se za Klárou.","1","nebakovsky_podvecer.nova_spojenectvi_gp.klara._v_lazaretu.osetreni.objectiveVisual18"
"M11","nebakovObrana","nebakovobrana","14","sezen_pro_pelcla_podkovy","PomocPelclovi","True","nebakovob_sezen_pro_pelcl_XfK0","Find horseshoes for Peltzel.","Sežeň pro Pelcla podkovy.","1","nebakovsky_podvecer.nova_spojenectvi_gp.pelcl.objectiveVisual11"
"M11","nebakovObrana","nebakovobrana","15","pomoz_bejkovi_v_kovarne","PomocBejkovi","True","nebakovob_pomoz_bejkovi_v_5dZc","Help Bull in the forge.","Pomoz Bejkovi v kovárně.","1","nebakovsky_podvecer.nova_spojenectvi_gp.bejk.objectiveVisual8"
"M11","nebakovObrana","nebakovobrana","16","zahrej_si_kostky_s_ptackem","Progress","False","nebakovob_zahrej_si_kostk_4Rjt","Play dice with Capon.","Zahrej si kostky s Ptáčkem.","0",""
"M11","nebakovObrana","nebakovobrana","17","jdi_spat_do_srubu","Progress","False","nebakovob_jdi_spat_zI25","Go to sleep in the cabin.","Jdi spát do srubu.","1","nebakovsky_podvecer.jit_spat.objectiveVisual4"
"M11","nebakovObrana","nebakovobrana","18","poplach_jdi_na_hradby","Progress","False","nebakovob_poplach_jdi_na__EIVa","Alert! Go to the walls.","Poplach! Jdi na hradby.","0",""
"M11","nebakovObrana","nebakovobrana","19","bran_hrad","Progress","False","nebakovob_ubran_tvrz_A3DS","Defend the castle!","Braň hrad!","1","bitva_o_tvrz_nebakov.objectiveVisual2"
"M11","nebakovObrana","nebakovobrana","20","shod_zebriky","ProgressAbortable","False","nebakovob_odraz_zebriky_aUkx","Knock down the ladders!","Shoď žebříky.","1","bitva_o_tvrz_nebakov.celni_ztec_na_zebriky.objectiveVisual3"
"M11","nebakovObrana","nebakovobrana","21","odraz_utok_na_branu","ProgressFailable","False","nebakovob_nesmi_prorazit__KYSr","Repel the attack on the gate!","Odraz útok na bránu!","1","bitva_o_tvrz_nebakov.utok_na_branu.objectiveVisual2"
"M11","nebakovObrana","nebakovobrana","22","promluv_s_zizkou","Progress","False","nebakovob_promluv_s_zizkou_tTOu","Talk to Zizka.","Promluv s Žižkou.","1","bitva_o_tvrz_nebakov.zizka_ceka_na_.objectiveVisual17"
"M11","nebakovObrana","nebakovobrana","23","odraz_zalozni_utok","ProgressFailable","False","nebakovob_odraz_utok_na_s_MjRR","Repel the reserve attack!","Odraz záložní útok!","1","bitva_o_tvrz_nebakov.utok_ze_zalohy.objectiveVisual2"
"M11","nebakovObrana","nebakovobrana","24","pomoz_bohutovi_na_nadvori","ProgressFailable","False","nebakovob_zpatky_na_hradby_uVNv","Help Godwin in the courtyard.","Pomoz Bohutovi na nádvoří.","1","bitva_o_tvrz_nebakov.final_stand.objectiveVisual2"
"M11","nebakovObrana","nebakovobrana","25","shod_zebrik_1","ProgressAbortable","False","nebakovob_shod_zebrik_1_3AwA","Knock down the ladders!","Shoď žebříky.","0",""
"M12","vezniNaTroskach","vezninatroskach","0","podivej_se_po_rozkazech_v_pisarovych_komnatach","ProgressAbortable","False","vezninatr_prohledej_pannu_KKBW","Search for the orders in the scribe's chambers.","Podívej se po rozkazech v písařových komnatách.","1","hibernable.trosky_pred_bouri.baba.pisarova_komnata.objectiveVisual12"
"M12","vezniNaTroskach","vezninatroskach","1","podivej_se_po_rozkazech_v_pistovych_komnatach","ProgressAbortable","False","vezninatr_najdi_zikmundov_A9xO","Search for the orders in Istvan's chambers.","Podívej se po rozkazech v Pištových komnatách.","1","hibernable.trosky_pred_bouri.baba.pista.prohledavani_stashe.objectiveVisual1"
"M12","vezniNaTroskach","vezninatroskach","2","vem_si_zpet_svoje_zabavene_veci","Progress","False","vezninatr_najdi_svoje_vec_SXHA","Get back your confiscated items.","Vem si zpět svoje zabavené věci.","1","hibernable.trosky_pred_bouri.baba.pista.prohledavani_stashe.objective_najdi_zabavene_veci_a_klice.objectiveVisual6"
"M12","vezniNaTroskach","vezninatroskach","3","zabij_pistu","Progress","False","vezninatr_zabij_pistu_ma__ffXQ","Kill Istvan.","Zabij Pištu.","1","hibernable.trosky_pred_bouri.baba.pista.objective_zabij_pistu.objectiveVisual5"
"M12","vezniNaTroskach","vezninatroskach","4","podivej_se_po_zikmundovych_rozkazech_v_bergovovych_komnatach_na_panne","InvisibleActiveProgress","False","vezninatr_najdi_na_babe_b_hqbf","Search for King Sigismund's orders in von Bergow's chambers in the Maiden.","Podívej se po Zikmundových rozkazech v Bergovových komnatách na Panně.","1","hibernable.trosky_pred_bouri.panna.objective_najdi_rozkazy_na_panne.objectiveVisual2"
"M12","vezniNaTroskach","vezninatroskach","5","promluv_s_bohutou_o_odchodu","ProgressAbortable","False","vezninatr_promluv_s_bohut_Mztu","Talk to Godwin about leaving.","Promluv s Bohutou o odchodu.","1","hibernable.trosky_pred_bouri.panna.s_bohutou_o_odchode_do_tajne_chodby.objectiveVisual19"
"M12","vezniNaTroskach","vezninatroskach","6","odemkni_dvere_do_tajne_chodby","ProgressAbortable","False","vezninatr_odemkni_dvere_d_VXht","Unlock the door to the secret passage.","Odemkni dveře do tajné chodby.","0",""
"M12","vezniNaTroskach","vezninatroskach","7","doprovod_zizku_katerinu_a_bohutu_na_konec_chodby","Progress","False","vezninatr_dojdi_na_konec__qO96","Accompany Zizka, Katherine and Godwin to the end of the passageway.","Doprovoď Žižku, Kateřinu a Bohutu na konec chodby.","1","hibernable.tajna_chodba.objective_dojdi_na_konec_chodby.objectiveVisual7"
"M12","vezniNaTroskach","vezninatroskach","8","nasleduj_bohutu_dolu_do_chodby","Progress","False","vezninatr_nasleduj_bohutu_vjGx","Follow Godwin down into the passageway.","Následuj Bohutu dolů do chodby.","1","hibernable.tajna_chodba.objective_nasleduj_bohutu_do_chodby.objectiveVisual9"
"M12","vezniNaTroskach","vezninatroskach","9","najdi_klice_od_hradu","Progress","False","vezninatr_najdi_klice_od__r88S","Find the castle keys.","Najdi klíče od hradu.","1","hibernable.trosky_pred_bouri.baba.pista.prohledavani_stashe.objective_najdi_zabavene_veci_a_klice.objectiveVisual29"
"M12","vezniNaTroskach","vezninatroskach","10","setkej_se_s_mikou_v_opustenem_tabore","FindMika","False","vezninatr_tmp_neco_v_campe_tsyy","Meet Mika in the abandoned camp.","Setkej se s Mikou v opuštěném táboře","1","hibernable.apolena.venku.informator_a_straze_v_prvnim_campe.objectiveVisual38"
"M12","vezniNaTroskach","vezninatroskach","11","rozvaz_svazaneho_miku","ProgressAbortable","False","vezninatr_rozvaz_svazaneh_YfYi","Untie Mika.","Rozvaž svázaného Miku","1","hibernable.apolena.venku.informator_a_straze_v_prvnim_campe.objectiveVisual86"
"M12","vezniNaTroskach","vezninatroskach","12","jdi_na_jih_k_dvojte_skale_s_rozbitym_vozem","ProgressFailableAbortable","False","vezninatr_tmp_druhy_marke_0j7G","Go south to the double rock with the broken cart.","Jdi na jih k dvojté skále s rozbitým vozem.","1","hibernable.apolena.venku.objective_pri_poustevnikovi.objectiveVisual2"
"M12","vezniNaTroskach","vezninatroskach","13","projdi_mezi_skalami_do_kopce","ProgressFailableAbortable","False","vezninatr_tmp_treti_marke_qhik","Go uphill between the rocks.","Projdi mezi skalami do kopce.","1","hibernable.apolena.venku.treti_objective.objectiveVisual4"
"M12","vezniNaTroskach","vezninatroskach","14","pokracuj_na_jih_az_na_konec_apoleny","Progress","False","vezninatr_dojdi_ke_konim__Bndq","Continue south until the edge of Apollonia.","Pokračuj na jih až na konec Apoleny.","1","hibernable.apolena.venku.posledni_objective.objectiveVisual45"
"M30","posledniPomazani","poslednipomazani","0","jdi_po_schodech_na_predni_hradby","ProgressAbortable","False","poslednip_objective1_9O8s","Go up the stairs to the front ramparts.","Jdi po schodech na přední hradby.","1","hibernable.objectiveVisual43"
"M30","posledniPomazani","poslednipomazani","1","bran_predni_hradby","DesperateDefenseAsBohuta_SilentCompletionObjective","False","poslednip_bran_hradbu_y3Yz","Defend the front ramparts!","Braň přední hradby.","1","hibernable.objectiveVisual5"
"M30","posledniPomazani","poslednipomazani","2","pomoz_na_nadvori_s_obranou_brany","DesperateDefenseAsBohuta_SilentCompletionObjective","False","poslednip_pomoz_na_nadvor_Asak","Help defend the gate in the courtyard!","Pomoz na nádvoří s obranou brány!","1","hibernable.objectiveVisual6"
"M30","posledniPomazani","poslednipomazani","3","nasleduj_velitele_na_bocni_hradbu","DesperateDefenseAsBohuta_SilentCompletionObjective","False","poslednip_dostan_se_na_bo_MLRL","Follow the commander Dry Devil.","Následuj velitele Suchého Čerta.","1","hibernable.objectiveVisual7"
"M30","posledniPomazani","poslednipomazani","4","shod_zebrik","Progress","False","poslednip_shod_zebriky_8Vh2","Knock down the ladder!","Shoď žebřík!","1","hibernable.objectiveVisual8"
"M30","posledniPomazani","poslednipomazani","5","zbav_se_vsech_nepratel_na_hradbe","Progress","False","poslednip_odraz_nepritele_COTb","Wipe out all the enemy forces on the rampart!","Zbav se všech nepřátel na hradbě!","1","hibernable.objectiveVisual9"
"M31","prijezdNaSuchdol","prijezdnasuchdol","0","nasleduj_zizku_a_katerinu","Progress","False","prijezdna_nasleduj_zizku__VB18","Follow Zizka and Katherine.","Následuj Žižku a Kateřinu.","1","prijezd.cin_m3110k_prijezdnasuchdol__arrival_suchdol.objectiveVisual20"
"M31","prijezdNaSuchdol","prijezdnasuchdol","1","promluv_si_s_panem_piskem_v_hodovnim_sale","Progress","False","prijezdna_jdi_se_navecere_dzzV","Talk to Lord Pisek in the banquet hall.","Promluv si s panem Pískem v hodovním sále.","1","prijezd.suchdol_vecere.objectiveVisual3"
"M31","prijezdNaSuchdol","prijezdnasuchdol","2","bez_se_vyspat","Progress","False","prijezdna_jdi_si_odpocino_ulWQ","Go and get some sleep.","Běž se vyspat.","1","prijezd.suchdol_vecere.objectiveVisual10"
"M31","prijezdNaSuchdol","prijezdnasuchdol","3","pred_spanim_se_vykoupej","ProgressAbortable","True","prijezdna_pred_spanim_se__8IAn","Have a bath before going to bed.","Před spaním se vykoupej.","1","prijezd.suchdol_vecere.objectiveVisual60"
"M31","prijezdNaSuchdol","prijezdnasuchdol","4","najdi_zizku","Progress","False","prijezdna_najdi_zizku_EzOH","Find Zizka.","Najdi Žižku.","1","na_tvrzi.zizka.objectiveVisual3"
"M31","prijezdNaSuchdol","prijezdnasuchdol","5","utkej_se_se_straznym","DuelInArena","False","prijezdna_utkej_se_s_hejt_SzLJ","Duel with the guard.","Utkej se se strážným.","1","na_tvrzi.katerina.vyzva_kateriny.objectiveVisual47"
"M31","prijezdNaSuchdol","prijezdnasuchdol","6","promluv_si_s_katerinou_o_souboji","Progress","False","prijezdna_promluv_si_s_ka_gMQz","Talk to Katherine about the duel.","Promluv si s Kateřinou o souboji.","1","na_tvrzi.katerina.vyzva_kateriny.objectiveVisual39"
"M31","prijezdNaSuchdol","prijezdnasuchdol","7","bez_do_hodovni_sine_na_audienci","Progress","False","prijezdna_bez_na_audienci_o6pe","Go to the banquet hall for the audience.","Běž do hodovní síně na audienci.","1","na_tvrzi.audience.objectiveVisual2"
"M32","sedmStatecnych","sedmstatecnych","0","jed_s_zizkou_do_certovky","cestaNaMisto","False","sedmstate_jed_s_zizkou_do_qstu","Go to the Devil's Den with Zizka.","Jeď s Žižkou do Čertovky.","1","h.do_certovky.objectiveVisual1"
"M32","sedmStatecnych","sedmstatecnych","1","pomoz_kubenkovi_v_bitce","Progress","False","sedmstate_sejmi_kubenkovi_B8hR","Help Kubyenka in the brawl!","Pomoz Kuběnkovi v bitce!","1","h.prijezd_do_certovky.bitka_s_kubenkou.objectiveVisual2"
"M32","sedmStatecnych","sedmstatecnych","2","nasleduj_kubenku_ke_zbranim","cestaNaMisto","False","sedmstate_nasleduj_kubenk_z2Hp","Follow Kubyenka to the weapons.","Následuj Kuběnku ke zbraním.","1","h.pro_kvery.kubenka_jede_k_mistu_hledani.objectiveVisual1"
"M32","sedmStatecnych","sedmstatecnych","3","ziskej_zbrane","ziskejZbrane","False","sedmstate_ziskej_zbrane_OBhQ","Get the guns.","Získej zbraně.","1","h.pro_kvery.kubenka_hleda_stash.objectiveVisual11"
"M32","sedmStatecnych","sedmstatecnych","4","rekni_kubenkovi_ze_muzete_vyrazit","Progress","False","sedmstate_rekni_kubenkovi_ofnB","Tell Kubyenka you can go.","Řekni Kuběnkovi, že můžete vyrazit.","1","h.pro_kvery.kubenka_ceka_na_hrace.muzete_vyrazit"
"M32","sedmStatecnych","sedmstatecnych","5","predej_zizkovi_nalezene_rucnice","Progress","False","sedmstate_promluv_si_s_zi_5ja1","Give the hand cannons you found to Zizka.","Předej Žižkovi nalezené ručnice.","1","h.zachrana_certa.presun_a_priprava_na_prepadeni.objectiveVisual5"
"M32","sedmStatecnych","sedmstatecnych","6","zachran_sucheho_certa","Progress","False","sedmstate_zachran_certa_RHfW","Rescue the Dry Devil!","Zachraň Suchého Čerta!","1","h.zachrana_certa.masivni_bitka_o_zachranu_certa.objectiveVisual2"
"M32","sedmStatecnych","sedmstatecnych","7","rekni_zizkovi_ze_se_muzete_vratit","ProgressAbortable","False","sedmstate_rekni_zizkovi_z_GDbA","Tell Zizka you can come back.","Řekni Žižkovi, že se můžete vrátit.","1","h.zachrana_certa.patche_a_dialogy_po_bitce.objectiveVisual2"
"M32","sedmStatecnych","sedmstatecnych","8","zjisti_co_bude_dal","Progress","False","sedmstate_debriefuj_se_v__73UU","Find out what is our next move.","Zjisti, co bude dál.","1","h.debriefing_v_certovce.objectiveVisual7"
"M32","sedmStatecnych","sedmstatecnych","9","nasleduj_kubenku_k_mistu_prepadeni","Progress","False","sedmstate_nasleduj_kubenk_aR7y","Follow Kubyenka to the ambush spot!","Následuj Kuběnku k místu přepadení!","1","h.zachrana_certa.presun_a_priprava_na_prepadeni.cesta_k_mistu_prepadeni.objectiveVisual1"
"M32","sedmStatecnych","sedmstatecnych","10","odjed_na_certovku_na_debriefing","Progress","False","sedmstate_odjed_na_certov_2u51","Go to the Devil's Den for a debriefing!","Odjeď na Čertovku na debriefing!","0",""
"M33","hledaniLichtenstejna","hledanilichtenstejna","0","talkToKaterina","Progress","False","hledanili_talktokaterina_AA4A","Talk to Katherine.","Promluv si s Kateřinou.","1","rande_s_katerinou.objectiveVisual2"
"M33","hledaniLichtenstejna","hledanilichtenstejna","1","searchForKozina","searchForKozina","False","hledanili_searchforkozina_VmNP","Find Goatskin.","Najdi Kozinu.","1","hledaniLichtenstejna_searchForKozina.objectiveVisual1"
"M33","hledaniLichtenstejna","hledanilichtenstejna","2","naklon_si_cenka","ProgressUpdated","False","hledanili_naklon_si_cenka_bDQA","Gain Chenyek's respect.","Nakloň si Čeňka.","1","hledaniLichtenstejna_searchForKozina.s_vazounem_ve_spelunce.objectiveVisual44"
"M33","hledaniLichtenstejna","hledanilichtenstejna","3","getRespect","fistfigthWithVazoun","False","hledanili_getrespect_zGAh","Fight with Goliath.","Poper se s Vazounem.","1","hledaniLichtenstejna_searchForKozina.s_vazounem_ve_spelunce.objectiveVisual43"
"M33","hledaniLichtenstejna","hledanilichtenstejna","4","questionMari","questionMari","True","hledanili_questionmari_tZQY","Find out more from Goatskin's girlfriend.","Zjisti víc od Kozinovi milenky.","1","hledaniLichtenstejna_searchForKozina.okolo_lazni.lazne.objectiveVisual4"
"M33","hledaniLichtenstejna","hledanilichtenstejna","5","followDrunkenUdo","followDrunkenUdo","True","hledanili_followdrunkenudo_wjeX","Follow the German merchant.","Sleduj německého kupce.","1","hledaniLichtenstejna_searchForKozina.okolo_lazni.opily_nemec.objectiveVisual5"
"M33","hledaniLichtenstejna","hledanilichtenstejna","6","drunkenCzechLuringKozinaOut","drunkenCzechLuringKozinaOut","True","hledanili_drunkenczechlur_A72Z","Try to lure Goatskin into robbing me.","Zkus Kozinu nalákat na sebe.","1","hledaniLichtenstejna_searchForKozina.okolo_lazni.opily_cech.objectiveVisual7"
"M33","hledaniLichtenstejna","hledanilichtenstejna","7","talkToSamuel","Progress","False","hledanili_talktosamuel_Telj","Talk to Samuel.","Promluv si se Samuelem.","1","hledaniLichtenstejna_dealingWithSamuel.v_synagoze.objectiveVisual1"
"M33","hledaniLichtenstejna","hledanilichtenstejna","8","meetingWithSamuel","meetingWithSamuel","False","hledanili_meetingwithsamu_PCsO","Infiltrate the antisemites' meeting.","Infiltruj se na schůzku antisemitů.","1","hledaniLichtenstejna_dealingWithSamuel.opusteny_dvorek.objectiveVisual17"
"M33","hledaniLichtenstejna","hledanilichtenstejna","9","scuffleWithSamuelsMen","scuffleWithSamuelsMen","False","hledanili_scufflewithsamu_FC2w","Get out of the trap!","Dostaň se z pasti!","1","hledaniLichtenstejna_dealingWithSamuel.opusteny_dvorek.hrac_prichazi_do_pasti.sarvatka_s_pohunky.objectiveVisual2"
"M33","hledaniLichtenstejna","hledanilichtenstejna","10","outroLog","outroLog","False","hledanili_outrolog_aS4C","Final log.","Finální log.","1","hledaniLichtenstejna_dealingWithSamuel.nalezeni_lichtenstejna.objectiveVisual5"
"M33","hledaniLichtenstejna","hledanilichtenstejna","11","nastraz_past_na_kozinu","trapKozina","True","hledanili_nastraz_past_na_q329","Set a trap for Goatskin.","Nastraž past na Kozinu.","1","hledaniLichtenstejna_searchForKozina.okolo_lazni.objectiveVisual23"
"M33","hledaniLichtenstejna","hledanilichtenstejna","12","porad_se_s_katerinou","ProgressAbortable","False","hledanili_porad_se_s_kate_54Y3","Consult with Katherine.","Poraď se s Kateřinou.","1","hledaniLichtenstejna_searchForKozina.okolo_lazni.objectiveVisual19"
"M33","hledaniLichtenstejna","hledanilichtenstejna","13","vrat_se_za_kozinou","Progress","False","hledanili_vrat_se_za_kozi_C1YJ","Go back to see Goatskin.","Vrať se za Kozinou.","1","hledaniLichtenstejna_searchForKozina.okolo_lazni.objectiveVisual25"
"M33","hledaniLichtenstejna","hledanilichtenstejna","14","objective2","ProgressUpdated","False","hledanili_objective2_KA8x","Go back to see Goatskin.","Vrať se za Kozinou.","1","hledaniLichtenstejna_searchForKozina.okolo_lazni.objectiveVisual29"
"M33","hledaniLichtenstejna","hledanilichtenstejna","15","pockej_na_zacatek_schuzky","ProgressAbortable","False","hledanili_pockej_na_schuz_kaJw","Wait for the meeting to start.","Počkej na začátek schůzky.","1","hledaniLichtenstejna_dealingWithSamuel.opusteny_dvorek.objectiveVisual45"
"M34","kralovskeStribro","kralovskestribro","0","jdi_do_ruthardky","Progress","False","kralovske_najdi_kunclina__dpnA","Go to Ruthard Palace.","Jdi do Ruthardky.","1","main_hibernable.sidlo_ruthardovcu.objectiveVisual32"
"M34","kralovskeStribro","kralovskestribro","1","pomoz_ruthardum","ProgressFailable","False","kralovske_pomoz_ruthardov_NSo4","Help the Ruthards.","Pomoz Ruthardům.","1","main_hibernable.sidlo_ruthardovcu.boj_s_vavakovymi_muzi.fight_ruthard_vs_vavak.objectiveVisual3_1"
"M34","kralovskeStribro","kralovskestribro","2","vrat_se_do_ruthardky","Progress","False","kralovske_p2_vrat_se_za_r_6Ckt","Return to Ruthard Palace.","Vrať se do Ruthardky.","1","main_hibernable.sidlo_ruthardovcu.objectiveVisual48"
"M34","kralovskeStribro","kralovskestribro","3","promluv_si_s_ruthardem","ProgressAbortable","False","kralovske_promluv_si_s_ru_dvtP","Talk to Ruthard.","Promluv si s Ruthardem.","1","main_hibernable.sidlo_ruthardovcu.objectiveVisual47"
"M34","kralovskeStribro","kralovskestribro","4","ziskej_dukazy_proti_vavakovi","gatherEvidenceAgainstVavak","False","kralovske_ziskej_dukazy_p_nx1m","Get evidence against Vavak.","Získej důkazy proti Vavákovi.","1","main_hibernable.objectiveVisual84"
